RABDN,RPRU,RWTB,RFTSE,covidr
-0.024530609,-0.038523854,-0.006410256,-0.008966976,2
-0.014712389,0.007880371,-0.024516129,0.003792295,2
0.001459526,0.006111697,0.004960317,-0.001641807,2
-0.016816143,-0.019969278,-0.014478447,-0.015407319,2
0.003420753,0.005179538,0.013021703,0.004113979,2
-0.001136364,0.027848065,0.003625577,0.002979726,2
0.003792188,0.017053291,0.045320197,0.002357568,2
0.011333585,0.014143428,0.00628338,0.003415766,2
-0.011953679,-0.006812636,-0.012488292,-0.003516025,2
0.01020794,-0.00293492,0.014227,0.00323229,2
-0.006362275,-0.007858493,0,-0.003960543,2
0.002259887,0.007784643,0.006546135,0.004233324,2
-0.004133784,0.037474679,0.007122948,0.001966478,2
-0.005283019,0.000325415,-0.014145141,-0.003566493,2
0.008345979,0.010735198,-0.006862133,0.006840516,2
-0.001504891,-0.000643708,0.023869347,-0.005260756,2
-0.020723436,-0.013848631,-0.002760736,-0.007530733,2
-0.009234321,-0.030372306,0.012611504,-0.010051399,2
-0.000776699,-0.000336814,-0.010328068,0.0007104,2
0.016323358,-0.003369272,0.010742787,0.005581005,2
-0.011472275,-0.018593644,-0.002429396,-0.004862466,2
0.007350097,-0.000344471,-0.02891933,-0.002497846,2
0.004608295,0.007580979,0.026959248,0.00156631,2
-0.018730887,-0.01128591,0,-0.009084337,2
